destination,place_type_searched,place_id,place_name,formatted_address,latitude,longitude,rating,user_rating_count,price_level,google_maps_url,types
"Bali, Indonesia",restaurant,ChIJhwAqoysh0i0R70f2yLfD06s,Secret Garden Village,"Jl. Raya Denpasar Bedugul No.Km. 36, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3726635,115.1932669,4.6,5569.0,,https://maps.google.com/?cid=12381454994689640431&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"tourist_attraction, cosmetics_store, cafe, wedding_venue, event_venue, restaurant, food, point_of_interest, store, service, establishment"
"Bali, Indonesia",restaurant,ChIJZ3ANg_0j0i0Rqm6Ryd9-pm8,Babi Guling Depot Betty,"Jl. Perean Tengah, Banjar Belah, Luwus, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.409488099999999,115.19734919999998,4.5,2226.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=8045257283968528042&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJvdsLQd8l0i0RSkVbb-d_Jdk,Warung Uma Manis,"H5P9+H6, Biaung, Penebel, Tabanan Regency, Bali 82181, Indonesia",-8.413543899999999,115.1680111,4.1,182.0,,https://maps.google.com/?cid=15647053112351081802&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJS-0MZtQg0i0R2iAtmBZJeQU,Cafe Tahu,"Km.37, Bedugul, Jl. Raya Denpasar, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.365179099999999,115.1917814,4.4,1263.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=394426803762831578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, korean_restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJwaLiHY8j0i0RVrGYGFgr5uU,Warung Dedari,"Jl. Raya Denpasar, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82181, Indonesia",-8.4366753,115.196727,4.5,1366.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16565975936698724694&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJ5cUeOiwh0i0RGicL7m7nN94,Babi Guling Depot Betty '2',"J5FV+PFQ, Jl. Mekarsari - Baturiti Bedugul, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3756713,115.19372449999999,4.4,370.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=16012521463765215002&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJGQYpcUwn0i0RwE4_9ljpGbM,Famo Cafe Kayu Putih,"Jalan Subak, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82181, Indonesia",-8.4069852,115.18686799999999,4.7,423.0,,https://maps.google.com/?cid=12905602775504604864&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, coffee_shop, cafe, food_store, food, point_of_interest, store, establishment"
"Bali, Indonesia",restaurant,ChIJGZHU82Mj0i0RIQOhkZwNauk,Babi Guling Golden Baturiti,"Jl. Raya Denpasar-Singaraja, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.41489,115.19802829999999,4.4,250.0,,https://maps.google.com/?cid=16819270724477846305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJGyMEhdUg0i0RhIEy1ufBaa0,Babi Genyol Men Darta,"Jl. Mekarsari - Baturiti Bedugul No.5, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.368528699999999,115.19241649999998,4.5,650.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=12495731842591392132&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJ9b_x744j0i0REnYE2SnAfRQ,Warung Billy's D'Desa,"Jl. Raya Denpasar No.102, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4361066,115.1970168,4.5,762.0,PRICE_LEVEL_MODERATE,https://maps.google.com/?cid=1476547538814531090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, indonesian_restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJCzfzXEkh0i0RObVSFay-WEw,Babi Guling Men Janji,"J54W+V45, Jl. Mekarsari - Baturiti Bedugul, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3928742,115.1953697,4.4,878.0,PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=5501356591134455097&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJr7zYrDYh0i0RQRzIbsO7WXQ,Ayam Betutu Gilimanuk,"J5CV+JR7, Jalan Bedugul, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 80191, Indonesia",-8.378451199999999,115.1945351,4.3,276.0,,https://maps.google.com/?cid=8383938629378513985&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJI8li8Hwh0i0RFAm2Qm0WUaI,Wr. Bubble,"Jl. Mekarsari - Baturiti Bedugul, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3906704,115.19528369999999,4.4,498.0,,https://maps.google.com/?cid=11696154365784361236&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, bar_and_grill, bar, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJ_b0wJwAn0i0R1wXfFTRPT_0,Warung Tegalan,"J542+652, Babahan, Penebel, Tabanan Regency, Bali 82152, Indonesia",-8.3951719,115.15003659999999,5.0,13.0,,https://maps.google.com/?cid=18252894899879740887&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"snack_bar, meal_takeaway, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJbxeCDQ4l0i0RiBixTdXat_0,DEPOT BERTY,"Br, Kuwum, Kec. Mengwi, Kabupaten Badung, Bali 80361, Indonesia",-8.4525569,115.1887266,4.8,11.0,,https://maps.google.com/?cid=18282321822000158856&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"indonesian_restaurant, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJF4GGmPoj0i0RaMqKlxugfHY,Warung Babi Guling Andi Jaya,"Jl. Perean Tengah, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4187608,115.19929179999998,4.5,331.0,PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=8537875033954634344&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJR_lHSO0h0i0RUjq6L6uvytQ,Warung Makan Pak Tompel,"J63C+896, Petang, Badung Regency, Bali 80353, Indonesia",-8.3976299,115.2217054,5.0,28.0,,https://maps.google.com/?cid=15333261031111277138&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJ0Rz6xbch0i0RirNsdsS6mso,Warung Puri Bambu,"J647+FRC Lapangan umum, Petang, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",-8.3942014,115.2133664,4.7,49.0,,https://maps.google.com/?cid=14599186495038075786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"family_restaurant, campground, lodging, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJt4IZGscj0i0RECQykxEAeg4,Br Kukub Perean Tengah,"H6G2+J83, Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4234903,115.2008092,5.0,13.0,,https://maps.google.com/?cid=1043146339173671952&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",restaurant,ChIJyV_PSQQk0i0R5uNNdNMKp0I,Warung Bu Mangku: Spesial Betutu,"Unnamed Road, H5MJ+4HP, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4171541,115.18144120000001,4.6,58.0,PRICE_LEVEL_INEXPENSIVE,https://maps.google.com/?cid=4802819430919562214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJI8li8Hwh0i0RFAm2Qm0WUaI,Wr. Bubble,"Jl. Mekarsari - Baturiti Bedugul, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3906704,115.19528369999999,4.4,498.0,,https://maps.google.com/?cid=11696154365784361236&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"restaurant, bar_and_grill, bar, food, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJ0Zs7luMl0i0RwcXjQTmFxsc,WR.PONDOK MESARI,"H5J5+99X, Jl. Penebel - Biaung, Biaung, Kec. Penebel, Kabupaten Tabanan, Bali 82181, Indonesia",-8.419016300000001,115.1584724,5.0,5.0,,https://maps.google.com/?cid=14395339739901445569&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJBfWKRdwh0i0RW4u9pRTkGig,Choko loco Bali,"J59V+WXG, Mekarsari, Baturiti, Tabanan Regency, Bali 82191, Indonesia",-8.380192899999999,115.19495149999999,5.0,1.0,,https://maps.google.com/?cid=2889872888242735963&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJtT6jGAAj0i0Rrg3eSvfDnCE,Warung mek Atik,"H54V+H9W, Jl. Raya Denpasar, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 80351, Indonesia",-8.443511299999999,115.19346800000001,,,,https://maps.google.com/?cid=2422026166498889134&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJV6BWne4j0i0RL9X5HFkaoR8,Baha,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=2279131856466728239&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJV09fzVch0i0Rsk1UJ_-IICo,Flavur Balinese Cocktail,"Jl. Mekarsari - Baturiti Bedugul No.37, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3686448,115.1917102,,,,https://maps.google.com/?cid=3035576778305588658&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJOfg1Ywcj0i0Ry81QRcP1Vy0,Warung pojok ( WP ),"H5GV+6QH Br puseh, Perean, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4244443,115.1944912,,,,https://maps.google.com/?cid=3267350273710935499&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJnX5b6fwn0i0R5szZ1FgJGjg,Warung Tuak Ds (Dangin Setra),"J5HH+Q4H, Jl. Apuan, Apuan, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.370567,115.17785409999999,5.0,2.0,,https://maps.google.com/?cid=4042553892651257062&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJ-x-oIwAj0i0RqGc3oMqC2ds,Delod kepuh,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=15841836971035420584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJ9RlWTAAj0i0RUCKN7EEBs1k,Home COBLONG,"H646+8X8, Perean Kangin, Baturiti, Tabanan Regency, Bali 80353, Indonesia",-8.444208500000002,115.2124623,,,,https://maps.google.com/?cid=6463511272859968080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJNeaqJJAj0i0R7YD8V6IQIw8,Parhan,"PARHAN PARDIANSYAH, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=1090733824200704237&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"pub, bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJY2ioBwAj0i0RgDEJGaH8oOU,Uma’s good places to eat and drink,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=16546502799799169408&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJ8acvfAAj0i0RzMy-kHoe1Zs,Kuta,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=11228914757681466572&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJO83yPwAj0i0RqvH00Z4J17g,Bali Buleleng,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=13319125000703504810&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJAxYeCQAj0i0Rl4aQqpiCJtY,Rumh di bali,"H5RQ+5HV Stef bali, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=15431164765439821463&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJ6YSGVwAj0i0RkXIH7_tXbdU,Smoking Area - Intl Terminal,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=15379045042098762385&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJGa5fljgj0i0R_d-u11Ow_zk,Umah kepo,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=4179252853370445821&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJ70hJGgAj0i0R7qvJ7U3pMjM,Arak Salak,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=3689267565681028078&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJq3dBYQAj0i0RywEGzB3YSpU,Bar,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=10757648282416447947&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"karaoke, night_club, bar, point_of_interest, establishment"
"Bali, Indonesia",bar,ChIJOUavXgAn0i0Rm1RivzdtF9o,CF janger,"H5RQ+5HV Taman Wana Nature Park, Jalan Taman Wana, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia",-8.409517,115.188915,,,,https://maps.google.com/?cid=15715149510934156443&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"bar, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJ7_auFC4l0i0R9d3_RHb2dws,Petiga tanggun kaja,"H5HH+77X, be Jl. Raya Marga-Apuan, Petiga, Kec. Marga, Kabupaten Tabanan, Bali 82181, Indonesia",-8.4217707,115.17823030000001,5.0,1.0,,https://maps.google.com/?cid=826400044469968373&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJT_iYmfoj0i0R7B9HB6ybyFE,UD. PUTRA MANDIRI,"H5HX+RX5, Jl. Perean Tengah, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.420488299999999,115.19999170000001,1.0,1.0,,https://maps.google.com/?cid=5893131275573075948&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJ2U_lTQAn0i0RPTMba0aY1jA,makan,"H5WP+6QP, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4044121,115.1870097,,,,https://maps.google.com/?cid=3519167587048698685&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJ9cotkIol0i0RMqPmBSe5Xes,Cafe cedut,"Br. Payangan Alas Teruna, Payangan, Kec. Marga, Kabupaten Tabanan, Bali 82181, Indonesia",-8.4453604,115.16814590000001,,,,https://maps.google.com/?cid=16959915349001020210&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJq3dBYQAj0i0RywEGzB3YSpU,Bar,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,,,,https://maps.google.com/?cid=10757648282416447947&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"karaoke, night_club, bar, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJoTYvU-Qn0i0RidVqlahzeJ0,Wediing Yudhi,"J567+7Q3, Senganan, Penebel, Tabanan Regency, Bali 82191, Indonesia",-8.3893643,115.1644216,,,,https://maps.google.com/?cid=11346946429058471305&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJw4o40Rkj0i0Rj8WX3Rk22p0,WARUNG TUAK TOPLO,"Jl. Gatotkaca No.28, Kuwum, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia",-8.4509967,115.19350589999998,5.0,1.0,,https://maps.google.com/?cid=11374463293597402511&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",night_club,ChIJk0Uq_Wsh0i0RD-oAG0WYvjg,WJB,"J6F6+562, Jl. Lipah, Petang, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",-8.3771224,115.210507,5.0,3.0,,https://maps.google.com/?cid=4088872934272199183&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"night_club, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJm8LhCgQk0i0RGFSM69XB2VE,Alam Desa Homestay,"H5MJ+WJ8, Jl. Raya Marga-Apuan, Marga, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia",-8.4152086,115.18158779999999,4.9,66.0,,https://maps.google.com/?cid=5897958311542412312&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"guest_house, lodging, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJ8TV2TcUj0i0RBgPuav4SX5g,Padangaling village villa,"Jl. Padangaling, Cau Belayu, Kec. Marga, Kabupaten Tabanan, Bali 82181, Indonesia",-8.4507566,115.20434900000001,5.0,41.0,,https://maps.google.com/?cid=10979515300477534982&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"private_guest_room, lodging, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJyw4ht9An0i0RlPQ4R7sCXZQ,WET New Hotspring water Bali,"J5H8+6C7, Jl. Raya Apuan Senganan - Baturiti, Senganan, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.37197,115.16605399999997,4.1,97.0,,https://maps.google.com/?cid=10690704093824480404&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hotel, lodging, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJ50XAtw8h0i0R527BBVOtrrQ,Perkemahan Kampoeng Peneng,"Banjar Dinas Peneng, Mekarsari, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3822478,115.19197960000001,4.2,144.0,,https://maps.google.com/?cid=13019534144865136359&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"campground, private_guest_room, lodging, school, educational_institution, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJhy1fZs4m0i0RBqXmO7w6k9Q,Pinge Traditional Village And Homestay,"Jl. Banjar Pinge, Tua, Kec. Marga, Kabupaten Tabanan, Bali 82191, Indonesia",-8.3874687,115.1797204,4.6,26.0,,https://maps.google.com/?cid=15317651337750422790&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"hotel, lodging, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJ0Rz6xbch0i0RirNsdsS6mso,Warung Puri Bambu,"J647+FRC Lapangan umum, Petang, Kec. Petang, Kabupaten Badung, Bali 80353, Indonesia",-8.3942014,115.2133664,4.7,49.0,,https://maps.google.com/?cid=14599186495038075786&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"family_restaurant, campground, lodging, restaurant, food, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJ-3KzBgAn0i0RnQBh5WjBXYo,Kubu Damai,"Jl. Raya keridan, Senganan, Kec. Baturiti, Kabupaten Tabanan, Bali 82191, Indonesia",-8.377798,115.16823939999999,5.0,22.0,,https://maps.google.com/?cid=9970337806337245341&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"guest_house, lodging, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJT_uQCAAj0i0RWxxFWbi0EJ4,I Gede Agus Iwan Saputra Kori,"H5RQ+5HV, Tua, Marga, Tabanan Regency, Bali 82191, Indonesia",-8.4095178,115.18891599999999,4.6,72.0,,https://maps.google.com/?cid=11389802161484667995&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"private_guest_room, lodging, point_of_interest, establishment"
"Bali, Indonesia",lodging,ChIJG0-NE1cn0i0RPaoMb5b3K3k,Babahan Farmstay,"Jl.subak blangkunang, Babahan, Kec. Penebel, Kabupaten Tabanan, Bali 82152, Indonesia",-8.3947912,115.15608569999999,4.8,21.0,,https://maps.google.com/?cid=8731344528068094525&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,"farmstay, lodging, point_of_interest, establishment"
